,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
1101,2,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,565,43,367,1,1,3,1,0,0,2
1102,0,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,666,36,443,1,1,3,1,0,0,0
1103,0,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,406,52,267,1,1,3,1,3,0,0
1104,0,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,257,50,61,1,1,3,1,1,0,0
1105,1,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,386,62,1323,0,0,1,0,2,1,1
1106,1,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,170,70,63,1,1,3,1,3,0,2
1107,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,638,52,64,1,0,2,0,1,0,0
1108,2,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,310,48,562,1,1,3,1,0,1,2
1109,0,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,189,57,312,1,2,4,1,3,0,0
1110,0,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,649,68,1156,0,0,1,0,2,0,1
1111,2,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,702,39,1104,0,0,1,0,2,1,1
1112,1,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,95,49,16,0,2,3,1,3,0,0
1113,1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,292,62,2008,0,0,1,0,2,1,1
1114,1,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,463,38,44,0,1,2,1,1,0,0
1115,0,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,465,51,1574,1,1,3,1,0,2,2
1116,1,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,416,39,63,1,1,3,1,1,1,0
1117,1,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,442,39,426,1,0,2,0,1,1,0
1118,2,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,689,56,96,1,0,2,0,1,0,0
1119,2,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,362,44,635,1,1,3,1,0,0,2
1120,0,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,544,54,757,0,1,2,1,0,0,2
1121,1,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,744,43,125,1,1,3,1,1,0,0
1122,1,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,568,49,332,0,2,3,1,3,0,0
1123,0,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,347,43,135,0,1,2,1,1,0,0
1124,0,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,748,68,330,1,1,3,1,0,0,2
1125,0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,718,60,384,0,2,3,1,3,0,0
1126,0,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,850,56,1722,0,2,3,1,0,0,2
1127,0,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,226,45,78,1,3,5,1,3,0,0
1128,2,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,370,37,24,0,0,1,0,1,0,0
1129,2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,351,70,1168,0,0,1,0,2,0,1
1130,1,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,690,71,957,1,1,3,1,0,1,2
1131,0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,422,55,15,0,2,3,1,3,0,0
1132,0,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,153,44,57,1,1,3,1,1,0,0
1133,0,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,725,46,1956,1,1,3,1,0,1,2
1134,0,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,403,37,2013,0,0,1,0,2,3,1
1135,2,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,196,48,326,1,1,3,1,3,0,0
1136,1,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,942,54,77,1,2,4,1,3,0,0
1137,1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,641,60,1313,0,0,1,0,2,0,1
1138,1,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,198,33,30,0,0,1,0,1,0,0
1139,0,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,672,61,315,1,1,3,1,0,0,2
1140,1,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,534,69,660,1,1,3,1,0,0,2
1141,0,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,674,33,74,1,1,3,1,1,0,0
1142,2,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,31,44,46,0,1,2,1,1,0,0
1143,1,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,476,60,86,0,1,2,1,1,0,2
1144,0,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,574,77,1103,0,0,1,0,2,0,1
1145,1,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,319,48,61,1,1,3,1,1,0,0
1146,0,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,382,41,145,1,1,3,1,3,1,0
1147,0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,813,66,684,1,2,4,1,0,0,0
1148,1,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,360,68,411,1,1,3,1,0,0,2
1149,0,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,784,36,27,0,1,2,1,1,1,0
1150,1,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,547,79,1060,0,0,1,0,2,0,1
1151,0,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,829,58,1459,1,1,3,1,0,0,2
1152,0,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,829,43,18,1,1,3,1,1,0,2
1153,0,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,805,48,1833,1,0,2,0,2,1,1
1154,1,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,277,62,237,1,1,3,1,3,0,2
1155,1,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,192,59,48,0,2,3,1,3,0,0
1156,0,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,503,46,515,1,2,4,1,0,0,0
1157,0,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,938,48,1020,1,0,2,0,2,0,1
1158,0,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,191,61,1370,1,0,2,0,2,0,1
1159,0,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,398,71,1026,1,1,3,1,0,0,2
1160,0,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,258,57,301,1,1,3,1,3,0,2
1161,0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,813,66,684,1,2,4,1,0,0,0
1162,0,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,777,57,499,1,1,3,1,0,1,2
1163,0,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,836,28,1004,1,0,2,0,2,0,1
1164,1,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,419,48,218,1,1,3,1,3,0,2
1165,0,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,562,50,606,1,1,3,1,0,0,2
1166,2,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,578,54,75,1,1,3,1,3,0,2
1167,0,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,836,54,106,1,3,5,1,3,0,0
1168,0,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,556,74,990,1,0,2,0,2,0,1
1169,0,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,318,53,1097,0,0,1,0,2,0,1
1170,2,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,292,26,16,1,0,2,0,1,1,0
1171,2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,264,48,34,1,0,2,0,1,0,0
1172,1,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,832,32,1711,1,0,2,0,2,0,1
1173,1,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,5,65,438,1,2,4,1,3,1,0
1174,2,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,492,43,75,1,1,3,1,1,0,0
1175,1,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,388,62,225,1,1,3,1,3,0,2
1176,1,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,1000,70,18,1,2,4,1,3,0,0
1177,0,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,568,41,470,1,1,3,1,0,0,2
1178,0,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,602,41,91,0,2,3,1,3,0,0
1179,1,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,296,31,2525,0,0,1,0,2,1,1
1180,0,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,692,72,504,1,1,3,1,0,0,2
1181,0,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,584,65,235,1,1,3,1,0,0,2
1182,1,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,686,61,1232,0,1,2,1,0,1,2
1183,2,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,641,64,88,0,2,3,1,3,0,0
1184,0,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,123,51,17,0,1,2,1,1,0,0
1185,0,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,666,37,24,0,1,2,1,1,0,0
1186,0,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,471,57,60,1,2,4,1,3,0,0
1187,1,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,468,70,1020,0,1,2,1,0,1,2
1188,1,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,907,60,155,1,1,3,1,3,0,2
1189,2,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,282,48,51,1,2,4,1,3,0,2
1190,1,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,714,52,1812,0,0,1,0,2,0,1
1191,1,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,749,53,1461,0,1,2,1,0,2,2
1192,0,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,230,62,96,0,1,2,1,3,0,2
1193,0,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,292,70,160,0,1,2,1,3,0,2
1194,1,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,593,53,139,1,2,4,1,3,0,0
1195,1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,594,54,908,0,1,2,1,0,0,2
1196,2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,696,57,183,1,1,3,1,3,0,2
1197,1,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,615,53,1161,1,1,3,1,0,1,2
1198,1,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,216,50,988,1,0,2,0,2,0,0
1199,2,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,818,61,1072,0,1,2,1,0,0,2
1200,0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,392,45,174,1,2,4,1,3,0,0
1201,0,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,680,63,758,1,1,3,1,0,0,2
1202,1,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,340,64,195,1,1,3,1,3,0,2
1203,0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,787,43,31,0,1,2,1,1,1,0
1204,1,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,476,65,1084,1,0,2,0,2,0,1
1205,1,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,654,66,685,1,1,3,1,0,1,2
1206,1,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,379,57,1672,1,0,2,0,2,1,1
1207,0,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,403,32,43,1,0,2,0,1,0,0
1208,1,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,293,65,49,1,2,4,1,3,1,2
1209,0,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,563,57,133,1,1,3,1,3,0,2
1210,0,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,361,65,363,1,1,3,1,0,1,2
1211,0,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,600,67,545,1,1,3,1,0,0,2
1212,0,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,405,50,1065,1,1,3,1,0,1,2
1213,0,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,368,53,2047,1,0,2,0,2,1,1
1214,0,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,766,50,296,1,2,4,1,3,0,0
1215,0,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,526,47,140,0,2,3,1,3,0,0
1216,0,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,507,57,530,0,1,2,1,0,0,2
1217,1,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,850,59,152,1,2,4,1,3,0,0
1218,1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,544,31,1598,1,0,2,0,2,0,1
1219,0,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,686,59,114,0,1,2,1,1,0,2
1220,2,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,836,36,101,0,1,2,1,1,0,0
1221,0,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,440,49,25,1,1,3,1,1,0,0
1222,2,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,679,65,789,0,0,1,0,2,1,1
1223,0,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,494,41,87,1,2,4,1,3,1,0
1224,1,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,440,64,90,0,2,3,1,3,0,0
1225,1,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,587,63,1215,1,1,3,1,0,0,2
1226,1,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,361,67,811,0,0,1,0,2,1,1
1227,0,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,775,36,61,1,1,3,1,1,1,0
1228,1,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,478,47,405,1,1,3,1,0,0,2
1229,1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,251,67,72,1,2,4,1,3,0,0
1230,0,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,659,51,189,0,2,3,1,3,0,0
1231,1,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,525,36,40,1,1,3,1,1,0,0
1232,0,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,95,44,63,0,1,2,1,3,0,2
1233,0,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,625,39,52,1,1,3,1,1,0,0
1234,1,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,304,46,39,1,1,3,1,1,0,0
1235,0,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,194,51,805,1,1,3,1,0,0,2
1236,1,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,233,66,130,1,1,3,1,3,0,2
1237,0,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,605,50,1631,1,0,2,0,2,3,1
1238,0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,608,33,34,1,1,3,1,1,0,0
1239,0,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,372,70,152,0,2,3,1,3,0,0
1240,2,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,322,38,21,0,1,2,1,1,0,0
1241,1,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,636,55,71,1,3,5,1,3,0,0
1242,0,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,196,60,899,0,1,2,1,0,1,2
1243,1,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,230,75,711,1,0,2,0,2,0,1
1244,1,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,972,44,351,1,1,3,1,1,0,0
1245,0,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,202,51,8,0,0,1,0,1,0,0
1246,2,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,999,30,119,0,1,2,1,1,0,0
1247,0,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,581,54,21,1,2,4,1,3,0,0
1248,1,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,257,49,10,1,1,3,1,1,0,0
1249,0,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,196,47,973,1,1,3,1,0,1,2
1250,1,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,466,57,1536,1,0,2,0,2,2,1
1251,0,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,508,70,992,1,2,4,1,0,1,2
1252,1,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,652,55,1529,1,1,3,1,0,1,2
1253,0,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,362,50,860,1,1,3,1,0,0,2
1254,0,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,414,59,928,0,1,2,1,0,0,2
1255,1,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,859,52,418,1,2,4,1,3,0,0
1256,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1003,67,587,1,1,3,1,0,0,2
1257,0,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1,47,641,1,1,3,1,0,0,2
1258,0,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,262,46,23,1,2,4,1,3,1,0
1259,0,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,477,53,2279,1,0,2,0,2,2,1
1260,1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,201,49,49,0,2,3,1,3,1,0
1261,1,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,563,39,1779,0,0,1,0,2,1,1
1262,1,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,573,40,1804,1,0,2,0,2,2,1
1263,0,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,547,62,48,1,2,4,1,3,0,0
1264,0,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,186,70,83,0,2,3,1,3,0,0
1265,0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,483,47,1862,0,0,1,0,2,3,1
1266,1,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,803,59,793,1,2,4,1,0,0,0
1267,0,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,491,52,84,1,1,3,1,1,0,0
1268,1,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,473,74,183,1,1,3,1,3,0,2
1269,2,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,168,64,1383,0,0,1,0,2,0,1
1270,0,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,155,78,999,1,0,2,0,2,1,1
1271,1,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,683,59,825,0,1,2,1,0,0,2
1272,0,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,832,50,246,0,1,2,1,1,1,0
1273,1,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,627,56,610,1,2,4,1,0,0,0
1274,1,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,745,54,76,0,1,2,1,1,0,0
1275,0,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,648,51,1286,1,1,3,1,0,1,2
1276,1,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,355,47,30,1,1,3,1,1,1,0
1277,0,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,704,58,99,1,3,5,1,3,0,0
1278,0,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,806,44,1192,0,0,1,0,2,1,1
1279,0,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,372,47,362,1,1,3,1,0,0,2
1280,0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,819,39,2130,1,0,2,0,2,1,1
1281,2,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,840,51,1229,0,0,1,0,2,2,1
1282,1,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,807,65,38,1,2,4,1,3,0,0
1283,1,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,503,71,485,1,0,2,0,1,0,0
1284,2,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,939,71,434,1,0,2,0,1,0,1
1285,0,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,632,52,44,0,1,2,1,1,0,0
1286,1,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,743,50,496,1,1,3,1,0,1,2
1287,2,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,487,53,78,1,2,4,1,3,0,0
1288,1,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,430,50,2346,1,0,2,0,2,3,1
1289,0,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,706,51,794,1,0,2,0,2,0,1
1290,0,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,576,66,17,1,0,2,0,1,0,0
